Date,Time,Block,Freq(Hz),Constituents,Actual (MWH),Schedule (MWH),SRAS (MWH),Deviation(MWH),Deviation (%),DSM Payable (Rs.),DSM Receivable (Rs.),Normal Rate (p/Kwh),Wt. Avg. Hybrid Rate (p/Kwh),HPDAM Ref. Rate (p/Kwh),HPDAM Normal Rate (p/Kwh),Unnamed: 16,Source_File,Processing_Date
2025-08-20,18:00,73,49.98,ACBIL,141.745453,142.15,0.0,-0.404547,-0.2846,643.52,0.0,404.03,159.09,404.03,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,18:15,74,49.92,ACBIL,142.181817,142.125,0.0,0.056817,0.04,0.0,81.07,505.95,128.87,505.95,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,18:30,75,49.94,ACBIL,141.599998,148.875,0.0,-7.275002,-4.8867,11548.87,0.0,798.98,130.71,798.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,18:45,76,49.93,ACBIL,141.454544,148.875,0.0,-7.420456,-4.9844,12808.3,0.0,826.62,134.22,826.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,19:00,77,49.79,ACBIL,143.927271,148.9,0.0,-4.972729,-3.3396,11792.01,0.0,1055.5,158.09,1055.5,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,19:15,78,49.64,ACBIL,142.981817,148.9,0.0,-5.918183,-3.9746,14034.12,0.0,1074.01,158.09,1074.01,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,19:30,79,49.88,ACBIL,144.581817,148.925,0.0,-4.343183,-2.9164,10299.25,0.0,1015.18,158.09,1015.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,19:45,80,49.84,ACBIL,145.599999,148.925,0.0,-3.325001,-2.2327,7884.74,0.0,1012.49,158.09,1012.49,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,20:00,81,49.95,ACBIL,145.236362,148.925,0.0,-3.688638,-2.4768,6665.18,0.0,1015.1,158.09,1015.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,20:15,82,49.92,ACBIL,146.327271,148.925,0.0,-2.597729,-1.7443,5574.85,0.0,1013.83,158.09,1013.83,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,20:30,83,49.86,ACBIL,146.181817,148.9,0.0,-2.718183,-1.8255,6445.8,0.0,1033.6,158.09,1033.6,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,20:45,84,49.86,ACBIL,145.018181,148.9,0.0,-3.881819,-2.607,9205.11,0.0,1033.73,158.09,1033.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,21:00,85,49.89,ACBIL,145.381816,148.875,0.0,-3.493184,-2.3464,8272.6,0.0,1110.89,157.88,1110.89,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,21:15,86,49.91,ACBIL,144.945453,148.9,0.0,-3.954547,-2.6558,8921.77,0.0,1050.59,157.88,1050.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,21:30,87,49.98,ACBIL,144.872725,148.875,0.0,-4.002275,-2.6883,6318.83,0.0,1029.71,157.88,1029.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,21:45,88,49.99,ACBIL,145.236363,148.875,0.0,-3.638637,-2.4441,5744.62,0.0,1003.63,157.88,1003.63,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,22:00,89,49.98,ACBIL,144.290908,148.9,0.0,-4.609092,-3.0954,7286.53,0.0,1004.65,158.09,1004.65,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,22:15,90,49.95,ACBIL,144.436363,148.9,0.0,-4.463637,-2.9977,8065.59,0.0,1000.0,158.09,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,22:30,91,49.97,ACBIL,144.581817,148.9,0.0,-4.318183,-2.9001,6826.64,0.0,1012.22,158.09,1012.22,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,22:45,92,50.01,ACBIL,143.709089,148.9,0.0,-5.190911,-3.4862,8206.29,0.0,1000.0,158.09,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,23:00,93,50.03,ACBIL,138.109089,143.375,0.0,-5.265911,-3.6728,12761.91,0.0,1028.89,242.35,1028.89,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,23:15,94,50.01,ACBIL,138.399998,143.375,0.0,-4.975002,-3.4699,11857.42,0.0,1081.73,238.34,1081.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,23:30,95,50.01,ACBIL,139.563635,144.625,0.0,-5.061365,-3.4996,10698.79,0.0,837.43,211.38,837.43,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,23:45,96,49.99,ACBIL,139.272726,144.625,0.0,-5.352274,-3.7008,10234.67,0.0,699.98,191.22,699.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,00:00,1,49.89,ACBIL,142.763635,144.65,0.0,-1.886365,-1.3041,4002.47,0.0,455.83,141.45,455.83,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,00:15,2,49.85,ACBIL,143.781817,144.65,0.0,-0.868183,-0.6002,1833.64,0.0,426.58,140.8,426.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,00:30,3,49.92,ACBIL,143.927271,144.65,0.0,-0.722729,-0.4996,1388.6,0.0,425.92,141.54,425.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,00:45,4,49.97,ACBIL,143.490908,144.65,0.0,-1.159092,-0.8013,1647.31,0.0,418.93,142.12,418.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,01:00,5,49.95,ACBIL,143.854544,144.65,0.0,-0.795456,-0.5499,1277.51,0.0,402.85,140.5,402.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,01:15,6,49.94,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,859.39,0.0,399.91,140.26,399.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,01:30,7,49.99,ACBIL,143.490908,144.65,0.0,-1.159092,-0.8013,1629.69,0.0,394.83,140.6,394.83,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,01:45,8,50.01,ACBIL,143.563635,144.65,0.0,-1.086365,-0.751,1520.09,0.0,385.86,139.92,385.86,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,02:00,9,50.03,ACBIL,142.763635,144.65,0.0,-1.886365,-1.3041,2628.89,0.0,385.46,139.36,385.46,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,02:15,10,50.01,ACBIL,142.327272,144.65,0.0,-2.322728,-1.6058,3228.32,0.0,387.72,138.99,387.72,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,02:30,11,50.02,ACBIL,143.781817,144.65,0.0,-0.868183,-0.6002,1200.37,0.0,373.42,138.26,373.42,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,02:45,12,50.02,ACBIL,143.70909,144.65,0.0,-0.94091,-0.6505,1294.58,0.0,370.48,137.59,370.48,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,03:00,13,50.03,ACBIL,143.636363,144.65,0.0,-1.013637,-0.7008,1374.75,0.0,358.54,135.63,358.54,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,03:15,14,50.02,ACBIL,144.290908,144.65,0.0,-0.359092,-0.2482,484.21,0.0,355.97,134.84,355.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,03:30,15,50.0,ACBIL,143.999998,144.65,0.0,-0.650002,-0.4494,883.68,0.0,359.52,135.95,359.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,03:45,16,50.0,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,687.89,0.0,368.18,136.35,368.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,04:00,17,49.98,ACBIL,144.290907,144.675,0.0,-0.384093,-0.2655,521.3,0.0,364.98,135.72,364.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,04:15,18,49.99,ACBIL,144.727271,144.675,0.0,0.052271,0.0361,0.0,71.65,374.52,136.99,374.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,04:30,19,49.98,ACBIL,144.799999,144.675,0.0,0.124999,0.0864,0.0,172.35,372.18,137.88,372.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,04:45,20,50.02,ACBIL,143.781817,144.675,0.0,-0.893183,-0.6174,1238.33,0.0,379.96,138.64,379.96,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,05:00,21,50.03,ACBIL,143.781817,144.675,0.0,-0.893183,-0.6174,1235.47,0.0,380.01,138.32,380.01,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,05:15,22,50.02,ACBIL,143.70909,144.675,0.0,-0.96591,-0.6676,1351.68,0.0,400.03,139.94,400.03,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,05:30,23,50.01,ACBIL,143.199998,144.675,0.0,-1.475002,-1.0195,2098.78,0.0,415.68,142.29,415.68,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,05:45,24,50.03,ACBIL,143.199999,144.675,0.0,-1.475001,-1.0195,2088.75,0.0,426.0,141.61,426.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,06:00,25,50.02,ACBIL,143.127271,144.775,0.0,-1.647729,-1.1381,2160.46,0.0,470.08,131.12,470.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,06:15,26,49.94,ACBIL,143.054544,144.775,0.0,-1.720456,-1.1884,2797.9,0.0,582.72,133.9,582.72,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,06:30,27,49.95,ACBIL,142.399999,144.775,0.0,-2.375001,-1.6405,3597.69,0.0,510.17,132.53,510.17,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,06:45,28,49.99,ACBIL,142.836363,144.775,0.0,-1.938637,-1.3391,2532.01,0.0,440.11,130.61,440.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,07:00,29,49.96,ACBIL,142.763635,144.775,0.0,-2.011365,-1.3893,2796.82,0.0,437.22,129.77,437.22,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,07:15,30,49.95,ACBIL,142.254544,144.775,0.0,-2.520456,-1.7409,3690.47,0.0,429.29,128.1,429.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,07:30,31,49.89,ACBIL,143.490908,144.775,0.0,-1.284092,-0.887,2416.74,0.0,391.69,125.47,391.69,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,07:45,32,50.02,ACBIL,144.072726,144.775,0.0,-0.702274,-0.4851,859.54,0.0,352.17,122.39,352.17,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,08:00,33,50.05,ACBIL,143.199999,144.775,0.0,-1.575001,-1.0879,1756.98,0.0,343.87,131.24,343.87,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,08:15,34,50.02,ACBIL,138.763635,139.75,0.0,-0.986365,-0.7058,1183.19,0.0,366.2,119.95,366.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,08:30,35,50.0,ACBIL,134.763635,135.5,0.0,-0.736365,-0.5434,864.39,0.0,362.93,117.38,362.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,08:45,36,49.97,ACBIL,134.690907,135.5,0.0,-0.809093,-0.5971,952.8,0.0,359.92,117.76,359.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,09:00,37,49.98,ACBIL,134.90909,135.45,0.0,-0.54091,-0.3993,637.07,0.0,351.0,117.78,351.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,09:15,38,49.97,ACBIL,134.327271,135.45,0.0,-1.122729,-0.8289,1322.32,0.0,344.12,117.78,344.12,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,09:30,39,49.97,ACBIL,133.454544,135.45,0.0,-1.995456,-1.4732,2346.31,0.0,331.47,117.58,331.47,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,09:45,40,50.01,ACBIL,134.836362,135.45,0.0,-0.613638,-0.453,721.29,0.0,330.65,117.55,330.65,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,10:00,41,49.95,ACBIL,135.127272,135.475,0.0,-0.347728,-0.2567,466.85,0.0,318.43,117.47,318.43,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,10:15,42,49.9,ACBIL,130.61818,129.725,0.0,0.89318,0.6885,0.0,1205.7,318.15,117.38,318.15,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,10:30,43,49.84,ACBIL,127.272726,123.975,0.0,3.297726,2.66,0.0,4435.54,317.28,116.96,317.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,10:45,44,49.83,ACBIL,124.21818,118.225,0.0,5.99318,5.0693,0.0,8042.48,307.69,116.69,307.69,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,11:00,45,50.01,ACBIL,123.490908,123.9775,0.0,-0.486592,-0.3925,565.87,0.0,296.76,116.29,296.76,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,11:15,46,49.94,ACBIL,128.727271,129.7275,0.0,-1.000229,-0.771,1412.62,0.0,293.94,116.29,293.94,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,11:30,47,49.9,ACBIL,129.018181,123.9775,0.0,5.040681,4.0658,0.0,6731.83,292.46,116.13,292.46,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,11:45,48,49.92,ACBIL,129.599999,129.7275,0.0,-0.127501,-0.0983,200.96,0.0,290.85,116.11,290.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,12:00,49,49.87,ACBIL,131.854544,135.45,0.0,-3.595456,-2.6545,6297.16,0.0,302.89,116.76,302.89,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,12:15,50,49.82,ACBIL,133.527272,135.45,0.0,-1.922728,-1.4195,3367.13,0.0,303.39,116.75,303.39,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,12:30,51,49.95,ACBIL,133.745453,135.45,0.0,-1.704547,-1.2584,2262.11,0.0,291.71,116.11,291.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,12:45,52,50.02,ACBIL,133.81818,135.45,0.0,-1.63182,-1.2047,1886.69,0.0,283.45,115.62,283.45,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,13:00,53,50.15,ACBIL,134.109089,133.475,0.0,0.634089,0.4751,72.88,0.0,268.62,114.94,268.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,13:15,54,50.04,ACBIL,133.236363,135.475,0.0,-2.238637,-1.6524,2394.15,0.0,286.5,115.62,286.5,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,13:30,55,49.96,ACBIL,133.01818,132.975,0.0,0.04318,0.0325,0.0,51.84,294.47,117.47,294.47,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,13:45,56,49.96,ACBIL,134.254544,132.975,0.0,1.279544,0.9622,0.0,1541.62,302.35,117.95,302.35,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,14:00,57,49.99,ACBIL,134.10909,135.575,0.0,-1.46591,-1.0813,1721.99,0.0,331.51,117.47,331.51,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,14:15,58,50.0,ACBIL,135.272726,135.575,0.0,-0.302274,-0.223,355.44,0.0,245.59,117.58,245.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,14:30,59,49.97,ACBIL,134.472726,135.575,0.0,-1.102274,-0.813,1309.09,0.0,299.05,118.76,299.05,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,14:45,60,49.96,ACBIL,134.61818,135.575,0.0,-0.95682,-0.7058,1219.08,0.0,301.94,118.91,301.94,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,15:00,61,49.99,ACBIL,134.618181,134.9,0.0,-0.281819,-0.2089,335.09,0.0,310.07,118.91,310.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,15:15,62,49.98,ACBIL,132.872726,134.9,0.0,-2.027274,-1.5028,2411.07,0.0,309.3,118.93,309.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,15:30,63,49.94,ACBIL,134.90909,134.9,0.0,0.00909,0.0067,0.0,11.48,289.06,118.56,289.06,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,15:45,64,49.96,ACBIL,133.30909,134.9,0.0,-1.59091,-1.1793,2007.22,0.0,285.78,117.75,285.78,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,16:00,65,50.04,ACBIL,132.945453,134.875,0.0,-1.929547,-1.4306,2127.47,0.0,325.08,119.2,325.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,16:15,66,50.08,ACBIL,138.181817,139.125,0.0,-0.943183,-0.6779,1033.82,0.0,351.39,128.95,351.39,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,16:30,67,50.02,ACBIL,141.890908,144.65,0.0,-2.759092,-1.9074,3739.41,0.0,332.01,135.53,332.01,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,16:45,68,50.02,ACBIL,142.545453,144.65,0.0,-2.104547,-1.4549,2902.53,0.0,343.2,137.92,343.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,17:00,69,50.02,ACBIL,142.981817,144.65,0.0,-1.668183,-1.1533,2320.3,0.0,352.31,139.09,352.31,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,17:15,70,49.88,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,1060.51,0.0,451.21,140.14,451.21,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,17:30,71,49.95,ACBIL,144.21818,144.65,0.0,-0.43182,-0.2985,700.25,0.0,421.7,141.88,421.7,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,17:45,72,50.02,ACBIL,143.927271,144.65,0.0,-0.722729,-0.4996,1039.46,0.0,405.97,143.83,405.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,18:00,73,50.07,ACBIL,143.054544,144.65,0.0,-1.595456,-1.103,2082.14,0.0,460.61,153.53,460.61,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,18:15,74,49.98,ACBIL,143.709089,144.65,0.0,-0.940911,-0.6505,1515.79,0.0,556.68,161.1,556.68,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,18:30,75,49.97,ACBIL,143.345453,144.65,0.0,-1.304547,-0.9019,3013.53,0.0,1000.0,231.01,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,18:45,76,49.73,ACBIL,146.254544,144.65,0.0,1.604544,1.1093,0.0,4399.45,1018.67,238.43,1018.67,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,19:00,77,49.67,ACBIL,145.599999,144.675,0.0,0.924999,0.6394,0.0,1856.35,1000.0,174.51,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,19:15,78,49.64,ACBIL,145.527272,144.675,0.0,0.852272,0.5891,0.0,1710.45,1000.0,174.51,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,19:30,79,49.96,ACBIL,146.545453,144.675,0.0,1.870453,1.2929,0.0,3334.39,1021.69,174.51,1021.69,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,19:45,80,49.93,ACBIL,146.109089,144.675,0.0,1.434089,0.9912,0.0,2717.88,1036.74,174.51,1036.74,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,20:00,81,50.03,ACBIL,145.018181,144.675,0.0,0.343181,0.2372,0.0,598.92,1039.57,174.51,1039.57,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,20:15,82,49.91,ACBIL,146.399998,144.675,0.0,1.724998,1.1923,0.0,3398.63,1038.1,174.51,1038.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,20:30,83,49.87,ACBIL,146.545453,144.675,0.0,1.870453,1.2929,0.0,3753.84,1038.8,174.51,1038.8,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,20:45,84,49.92,ACBIL,145.963635,144.675,0.0,1.288635,0.8907,0.0,2490.47,1038.55,174.51,1038.55,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,21:00,85,49.97,ACBIL,145.30909,144.65,0.0,0.65909,0.4556,0.0,1148.88,1041.25,174.31,1041.25,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,21:15,86,49.9,ACBIL,145.890907,144.65,0.0,1.240907,0.8579,0.0,2487.46,1040.64,174.31,1040.64,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,21:30,87,49.99,ACBIL,144.872726,144.65,0.0,0.222726,0.154,0.0,388.19,1041.0,174.31,1041.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,21:45,88,50.0,ACBIL,144.872726,144.65,0.0,0.222726,0.154,0.0,388.19,1041.73,174.31,1041.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,22:00,89,49.99,ACBIL,144.509089,144.675,0.0,-0.165911,-0.1147,289.51,0.0,1043.88,174.51,1043.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,22:15,90,49.97,ACBIL,145.090907,144.675,0.0,0.415907,0.2875,0.0,725.79,1042.53,174.51,1042.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,22:30,91,49.98,ACBIL,145.454544,144.675,0.0,0.779544,0.5388,0.0,1360.31,1053.24,174.51,1053.24,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,22:45,92,50.03,ACBIL,142.909089,144.675,0.0,-1.765911,-1.2206,3081.67,0.0,1015.07,174.51,1015.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,23:00,93,50.03,ACBIL,143.345453,144.65,0.0,-1.304547,-0.9019,2273.87,0.0,1000.0,174.31,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,23:15,94,50.01,ACBIL,143.70909,144.65,0.0,-0.94091,-0.6505,1640.08,0.0,1000.0,174.31,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,23:30,95,50.04,ACBIL,142.618181,144.65,0.0,-2.031819,-1.4046,3182.41,0.0,1000.0,169.33,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-21,23:45,96,50.06,ACBIL,142.690908,144.65,0.0,-1.959092,-1.3544,2814.25,0.0,1000.0,169.0,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,00:00,1,50.05,ACBIL,142.690908,144.65,0.0,-1.959092,-1.3544,2357.97,0.0,602.45,141.6,602.45,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,00:15,2,50.02,ACBIL,143.418181,144.65,0.0,-1.231819,-0.8516,1713.68,0.0,507.57,139.12,507.57,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,00:30,3,49.99,ACBIL,144.072726,144.65,0.0,-0.577274,-0.3991,803.14,0.0,507.59,139.12,507.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,00:45,4,49.99,ACBIL,143.927271,144.65,0.0,-0.722729,-0.4996,1001.16,0.0,497.42,138.53,497.42,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,01:00,5,49.97,ACBIL,144.21818,144.65,0.0,-0.43182,-0.2985,600.72,0.0,507.55,139.12,507.55,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,01:15,6,49.97,ACBIL,145.090908,144.65,0.0,0.440908,0.3048,0.0,605.31,476.2,137.29,476.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,01:30,7,49.93,ACBIL,145.381816,144.65,0.0,0.731816,0.5059,0.0,1100.95,497.41,138.53,497.41,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,01:45,8,49.97,ACBIL,144.436362,144.65,0.0,-0.213638,-0.1477,292.1,0.0,466.93,136.75,466.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,02:00,9,49.98,ACBIL,144.21818,144.65,0.0,-0.43182,-0.2985,578.4,0.0,455.97,133.95,455.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,02:15,10,49.98,ACBIL,144.290908,144.65,0.0,-0.359092,-0.2482,481.05,0.0,445.0,133.96,445.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,02:30,11,49.97,ACBIL,144.727272,144.65,0.0,0.077272,0.0534,0.0,103.55,451.62,133.96,451.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,02:45,12,49.98,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,676.33,0.0,457.81,134.06,457.81,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,03:00,13,49.97,ACBIL,143.927272,144.65,0.0,-0.722728,-0.4996,950.06,0.0,421.84,131.46,421.84,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
