----------Northern Regional Power Committee----------,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,State,Regional_Group,Source_File,Master_Dataset_Created,Total_Records,Region
CHAMERA-III HEP,03-08-2025,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,228.24,240,240,240,240,240,240,240,240,228.24,228.24,228.24,240,240,240,240,228.24,228.24,228.24,228.24,228.24,228.24,Himachal Pradesh,Northern Hills,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,28-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,29-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,30-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,31-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,01-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,02-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI CRF,03-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,28-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,29-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,30-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,31-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,01-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,02-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI GF,03-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,28-07-2025,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,29-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,30-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,31-07-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,01-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,02-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI LF,03-08-2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,28-07-2025,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,29-07-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,30-07-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,31-07-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,01-08-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,02-08-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI RF,03-08-2025,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,28-07-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,29-07-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,30-07-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,31-07-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,01-08-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,02-08-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,03-08-2025,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,576.45,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,28-07-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,29-07-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,30-07-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,31-07-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_280725-030825_WK18.csv,2025-09-04T17:31:08.973989,2013,NRLDC
